NOTA,NOTA_AÑO,NOTA_DURACION (min),NOTA_GENERO,NOTA_DIRECCION,NOTA_PROTAGONISTA,NOTA_PAIS,NOTA_VOTOS,AÑO_RANKING,DURACION_RANKING,GENERO_RANKING,DIRECCION_RANKING,PROTAGONISTA_RANKING,PAIS_RANKING,VOTOS_RANKING
6.9,6.4,6.43,6.63,6.9,6.9,6.6,6.9,0,1,8,4,4,3,4
6.4,6.58,6.55,6.68,6.4,6.22,6.48,6.1,3,2,9,2,1,3,1
7.2,6.6,6.47,6.28,6.44,7.2,6.48,7.2,4,1,3,2,5,3,5
6.1,6.5,6.48,6.28,6.2,6.1,6.48,6.1,2,1,3,1,1,3,1
6.3,6.7,6.41,6.42,6.54,6.3,6.52,6.3,5,1,5,3,1,3,1
6.8,6.53,6.31,6.47,6.95,6.4,6.48,6.8,2,0,6,5,2,3,3
6.6,6.49,6.57,6.47,6.55,6.2,6.48,6.6,2,2,6,3,1,3,2
6.1,6.41,6.63,6.28,6.05,6.0,6.4,6.1,1,2,3,1,0,2,1
5.8,6.62,6.43,6.28,6.1,5.8,6.48,5.8,4,1,3,1,0,3,0
5.9,6.75,6.41,6.47,6.28,6.5,6.48,6.17,6,1,6,2,2,3,1
6.4,6.4,6.69,6.63,6.27,6.4,6.4,6.4,0,2,8,2,2,2,2
6.3,6.56,6.76,6.63,6.42,6.39,6.48,6.3,3,3,8,2,2,3,1
6.7,6.4,6.48,6.47,6.7,6.8,6.48,6.7,0,1,6,3,3,3,3
6.6,6.49,6.81,6.63,7.05,6.9,6.7,6.45,2,3,8,5,4,4,2
6.3,6.58,6.43,6.47,6.3,6.45,6.48,6.3,3,1,6,2,2,3,1
6.5,6.45,6.57,6.47,6.28,6.32,6.49,6.5,1,2,6,2,2,3,2
5.9,6.5,6.5,6.47,5.9,5.93,6.49,5.9,2,1,6,0,0,3,0
6.2,6.44,6.51,6.63,6.2,6.15,6.49,6.15,1,1,8,1,1,3,1
8.1,6.87,7.1,6.63,7.7,7.75,6.8,8.1,8,5,8,8,7,4,8
6.9,6.61,6.48,6.63,6.41,6.62,6.4,6.9,4,1,8,2,3,2,4
7.7,6.62,6.76,6.63,6.84,6.83,6.49,7.7,4,3,8,4,3,3,7
5.8,6.75,6.41,6.51,6.3,6.58,6.48,5.8,6,1,6,2,3,3,0
6.4,6.42,6.5,6.47,6.3,6.4,6.78,6.3,1,1,6,2,2,4,1
6.3,6.75,6.41,6.63,6.02,6.44,6.48,6.3,6,1,8,0,2,3,1
6.6,6.44,6.63,6.63,6.6,6.25,6.48,6.6,1,2,8,3,1,3,2
6.3,6.69,6.63,6.63,6.37,6.2,6.48,6.3,5,2,8,2,1,3,1
7.1,6.69,6.58,6.63,6.89,6.6,6.49,7.1,5,2,8,4,3,3,4
5.9,6.42,6.4,6.69,6.33,6.7,6.7,5.9,1,1,9,2,3,4,0
5.9,6.42,6.65,6.63,6.6,6.34,6.48,5.9,1,2,8,3,2,3,0
6.3,6.5,6.61,6.42,6.4,6.3,6.48,6.3,2,2,5,2,1,3,1
7.4,6.91,6.66,6.63,6.89,6.97,6.48,7.0,8,2,8,4,4,3,4
6.0,6.57,6.4,6.63,6.42,6.0,6.4,6.2,3,1,8,2,0,2,1
6.7,6.62,6.51,6.63,6.38,6.2,6.4,6.7,4,1,8,2,1,2,3
5.9,6.58,6.41,6.42,6.16,6.32,6.48,5.9,3,1,5,1,2,3,0
6.2,6.4,6.57,6.47,6.15,6.2,6.49,6.3,0,2,6,1,1,3,1
6.5,6.58,6.63,6.47,6.4,6.08,6.48,6.5,3,2,6,2,1,3,2
6.7,6.46,6.5,6.63,6.82,6.77,6.48,6.7,1,1,8,4,3,3,3
6.2,6.42,6.65,6.4,6.68,6.2,6.48,6.2,1,2,5,3,1,3,1
6.0,6.57,6.43,6.47,5.95,5.95,6.56,6.0,3,1,6,0,0,3,0
6.0,6.46,6.64,6.36,6.0,6.25,6.56,6.75,1,2,5,0,1,3,3
7.0,6.49,6.43,6.63,7.0,7.0,6.48,7.07,2,1,8,5,4,3,4
6.5,6.49,6.42,6.4,6.5,6.5,6.48,6.5,2,1,5,3,2,3,2
6.6,6.45,6.6,6.36,6.75,6.57,6.48,6.6,1,2,5,4,2,3,2
6.4,6.46,6.64,6.36,6.75,6.57,6.48,6.4,1,2,5,4,2,3,2
5.9,6.57,6.42,6.69,6.57,6.7,6.78,5.85,3,1,9,3,3,4,0
5.9,6.42,6.6,6.42,6.87,5.9,6.78,6.2,1,2,5,4,0,4,1
7.4,6.62,6.41,6.63,6.45,6.88,6.43,7.4,4,1,8,2,4,2,5
5.9,6.5,6.53,6.36,5.9,5.9,6.78,6.12,2,1,5,0,0,4,1
6.4,6.49,6.6,6.36,6.29,6.28,6.48,6.4,2,2,5,2,1,3,2
6.1,6.34,6.41,6.47,6.1,6.1,6.78,6.1,0,1,6,1,1,4,1
6.3,6.53,6.41,6.63,6.8,6.3,6.48,6.3,2,1,8,4,1,3,1
6.7,6.49,6.4,6.63,6.5,6.32,6.48,6.3,2,1,8,3,2,3,1
5.9,6.49,6.4,6.69,5.9,6.7,6.48,5.9,2,1,9,0,3,3,0
5.9,6.49,6.48,6.69,5.85,6.7,6.48,5.9,2,1,9,0,3,3,0
6.2,6.6,6.43,6.28,6.2,6.48,6.48,6.2,4,1,3,1,2,3,1
7.0,6.45,6.4,6.47,6.95,7.0,6.48,7.0,1,1,6,5,4,3,4
6.9,6.4,6.65,6.47,7.17,6.48,6.48,6.9,0,2,6,5,2,3,4
6.4,6.4,6.61,6.47,6.7,6.38,6.48,6.1,0,2,6,3,2,3,1
6.3,6.4,6.51,6.47,6.3,6.3,6.4,6.3,0,1,6,2,1,2,1
6.1,6.75,6.41,6.57,6.05,6.64,6.49,6.05,6,1,7,1,3,3,0
6.8,6.44,6.48,6.63,6.8,6.44,6.48,6.8,1,1,8,4,2,3,3
7.1,6.45,6.48,6.63,6.53,6.6,6.48,7.1,1,1,8,3,3,3,4
6.6,6.42,7.08,6.63,6.85,6.6,6.71,6.25,1,5,8,4,3,4,1
7.1,6.44,6.58,6.63,6.8,6.44,6.48,7.1,1,2,8,4,2,3,4
6.1,6.61,6.69,6.63,6.86,6.39,6.48,6.1,4,2,8,4,2,3,1
6.2,6.49,6.58,6.63,6.24,6.14,6.4,6.2,2,2,8,1,1,2,1
6.3,6.61,6.47,6.47,6.62,6.46,6.4,6.35,4,1,6,3,2,2,2
6.3,6.42,6.41,6.47,6.88,6.34,6.49,6.3,1,1,6,4,2,3,1
6.0,6.41,6.43,6.36,6.0,6.0,6.49,6.55,1,1,5,0,0,3,2
6.3,6.42,6.74,6.63,7.06,6.45,6.48,6.3,1,3,8,5,2,3,1
6.2,6.46,6.53,6.47,6.65,6.2,6.49,6.3,1,1,6,3,1,3,1
6.1,6.49,6.6,6.63,6.25,6.6,6.6,6.05,2,2,8,1,3,3,0
6.7,6.57,6.55,6.63,6.41,6.7,6.4,6.45,3,2,8,2,3,2,2
5.9,6.42,6.42,6.47,5.9,6.32,6.49,5.9,1,1,6,0,2,3,0
6.5,6.77,6.6,6.63,6.28,6.5,6.48,6.5,6,2,8,2,2,3,2
6.0,6.87,6.48,6.47,6.8,6.6,6.48,6.0,8,1,6,4,3,3,0
6.7,6.71,6.69,6.58,6.59,6.45,6.48,6.7,5,2,7,3,2,3,3
6.3,6.4,6.81,6.63,6.8,6.5,6.66,6.3,0,3,8,4,2,4,1
6.9,6.78,6.53,6.63,6.93,6.9,6.48,6.9,6,1,8,4,4,3,4
7.4,6.5,6.6,6.75,6.7,7.4,6.98,7.4,2,2,9,3,6,5,5
6.4,6.46,6.53,6.47,6.5,6.46,6.48,6.4,1,1,6,3,2,3,2
7.0,6.4,6.6,6.63,7.18,7.0,6.73,7.0,0,2,8,6,4,4,4
6.0,6.5,6.41,6.47,6.3,6.16,6.48,6.35,2,1,6,2,1,3,2
6.9,6.5,6.76,6.63,6.9,6.9,6.75,6.55,2,3,8,4,4,4,2
6.2,6.4,6.43,6.47,6.2,6.2,6.4,6.25,0,1,6,1,1,2,1
6.2,6.46,6.58,6.47,6.02,6.7,6.48,6.2,1,2,6,0,3,3,1
6.2,6.42,6.47,6.47,6.43,6.28,6.48,6.2,1,1,6,2,1,3,1
5.9,6.44,6.47,6.63,5.9,5.9,6.49,5.9,1,1,8,0,0,3,0
6.7,6.53,6.51,6.36,6.7,6.37,6.81,6.7,2,1,5,3,2,4,3
6.1,6.75,6.61,6.63,6.75,6.58,6.48,6.7,6,2,8,4,3,3,3
6.0,6.42,6.47,6.47,6.38,6.46,6.48,6.0,1,1,6,2,2,3,0
6.9,6.45,6.4,6.47,6.8,6.9,6.65,6.9,1,1,6,4,4,4,4
7.2,6.45,6.9,6.68,7.2,7.2,6.6,7.2,1,4,9,6,5,3,5
8.2,6.78,6.56,6.58,6.82,6.68,6.48,8.2,6,2,7,4,3,3,8
6.4,6.66,6.47,6.47,6.4,6.5,6.49,6.1,4,1,6,2,2,3,1
6.6,6.49,6.51,6.47,6.6,6.62,6.72,6.6,2,1,6,3,3,4,2
7.3,6.71,6.53,6.63,7.3,7.3,6.78,7.2,5,1,8,6,5,4,5
6.2,6.42,6.87,6.47,6.8,6.51,6.49,6.2,1,3,6,4,2,3,1
6.4,6.42,6.41,6.36,6.2,6.54,6.48,6.4,1,1,5,1,2,3,2
7.2,6.42,6.53,6.47,7.0,7.2,6.76,7.2,1,1,6,5,5,4,5
5.9,6.42,6.55,6.28,6.15,6.62,6.48,5.9,1,2,3,1,3,3,0
5.8,6.67,6.47,6.47,5.9,6.12,6.48,5.8,5,1,6,0,1,3,0
6.5,6.42,6.48,6.63,6.25,6.5,6.35,6.5,1,1,8,1,2,2,2
6.6,6.45,6.31,6.68,6.6,6.6,6.86,6.6,1,0,9,3,3,5,2
6.4,6.4,6.47,6.63,6.4,6.4,6.48,6.8,0,1,8,2,2,3,3
6.1,6.45,6.55,6.63,6.1,6.48,6.48,5.95,1,2,8,1,2,3,0
6.6,6.42,6.66,6.36,6.72,6.51,6.49,6.6,1,2,5,4,2,3,2
6.8,6.67,6.43,6.47,6.74,6.8,6.48,6.45,5,1,6,4,3,3,2
7.4,6.62,6.76,6.63,6.64,6.65,6.48,7.4,4,3,8,3,3,3,5
6.9,6.61,6.53,6.51,6.69,6.62,6.48,6.9,4,1,6,3,3,3,4
5.9,6.4,6.4,6.69,5.9,6.7,6.48,6.2,0,1,9,0,3,3,1
6.0,6.45,6.47,6.28,6.0,6.0,6.48,6.7,1,1,3,0,0,3,3
7.6,6.69,6.57,6.63,6.88,6.98,6.48,7.6,5,2,8,4,4,3,6
6.4,6.78,6.56,6.51,6.1,6.66,6.48,6.65,6,2,6,1,3,3,3
6.4,6.42,6.68,6.47,6.65,6.58,6.48,6.4,1,2,6,3,3,3,2
6.2,6.42,6.4,6.47,6.2,6.2,6.48,6.2,1,1,6,1,1,3,1
5.9,6.4,6.47,6.47,5.9,5.9,6.6,5.9,0,1,6,0,0,3,0
5.9,6.61,6.41,6.63,5.9,6.2,6.4,6.05,4,1,8,0,1,2,0
7.1,6.42,6.43,6.63,7.1,7.1,6.6,7.1,1,1,8,5,5,3,4
7.2,6.62,6.55,6.47,6.64,7.04,6.72,7.2,4,2,6,3,4,4,5
7.5,6.99,7.0,6.42,7.74,7.5,7.74,7.5,9,4,5,8,6,9,6
7.6,6.61,6.43,6.63,7.02,7.6,6.4,7.6,4,1,8,5,6,2,6
6.4,6.56,6.61,6.63,6.38,6.02,6.4,6.4,3,2,8,2,0,2,2
6.8,6.45,6.54,6.51,6.6,7.05,6.6,6.8,1,1,6,3,4,3,3
7.1,6.45,6.58,6.63,7.1,7.1,6.8,7.1,1,2,8,5,5,4,4
6.7,6.6,6.51,6.47,6.84,6.35,6.4,6.7,4,1,6,4,2,2,3
6.4,6.7,6.41,6.63,6.42,6.46,6.4,6.4,5,1,8,2,2,2,2
6.2,6.78,6.5,6.63,6.38,6.05,6.48,6.33,6,1,8,2,0,3,1
6.4,6.4,6.56,6.36,7.08,6.4,6.81,6.4,0,2,5,5,2,4,2
8.0,6.7,6.5,6.63,7.7,8.0,7.23,8.0,5,1,8,8,8,7,8
6.9,6.75,6.48,6.63,6.77,6.71,6.78,6.9,6,1,8,4,3,4,4
6.9,6.5,6.54,6.63,6.9,7.05,6.6,7.1,2,1,8,4,4,3,4
7.0,6.66,6.31,6.63,7.08,7.18,6.81,7.0,4,0,8,5,5,4,4
7.1,6.45,6.48,6.63,6.84,7.1,6.49,7.0,1,1,8,4,5,3,4
6.1,6.59,6.65,6.51,6.4,6.12,6.48,6.1,3,2,6,2,1,3,1
8.0,6.69,6.53,6.47,6.74,8.0,6.48,8.0,5,1,6,4,8,3,8
7.2,6.62,6.51,6.63,7.2,7.06,6.66,7.2,4,1,8,6,4,4,5
7.4,6.34,6.47,6.69,7.6,6.7,6.48,7.4,0,1,9,7,3,3,5
6.6,6.45,6.5,6.47,6.83,6.6,6.6,6.6,1,1,6,4,3,3,2
7.1,6.45,6.6,6.63,7.1,6.87,6.48,7.1,1,2,8,5,4,3,4
6.6,6.5,6.47,6.47,6.55,6.6,6.78,6.75,2,1,6,3,3,4,3
6.5,6.49,6.47,6.42,6.34,6.44,6.48,6.5,2,1,5,2,2,3,2
6.6,6.53,6.53,6.47,7.03,6.6,6.7,6.6,2,1,6,5,3,4,2
7.1,6.56,6.6,6.63,6.59,6.9,6.49,7.1,3,2,8,3,4,3,4
6.5,6.4,6.76,6.46,6.5,6.5,6.73,6.5,0,3,6,3,2,4,2
6.3,6.45,6.43,6.51,6.3,6.3,6.78,6.15,1,1,6,2,1,4,1
6.0,6.4,6.81,6.36,6.72,6.51,6.49,6.0,0,3,5,4,2,3,0
5.9,6.61,6.47,6.36,5.9,6.27,6.48,5.9,4,1,5,0,1,3,0
6.3,6.42,6.56,6.63,6.49,6.27,6.49,6.3,1,2,8,3,1,3,1
6.6,6.58,6.43,6.63,6.54,6.68,6.52,6.6,3,1,8,3,3,3,2
6.4,6.58,6.65,6.4,6.36,6.39,6.48,6.4,3,2,5,2,2,3,2
6.2,6.6,6.63,6.4,6.36,6.1,6.4,6.2,4,2,5,2,1,2,1
6.3,6.4,6.69,6.4,6.5,6.36,6.48,6.3,0,2,5,3,2,3,1
6.2,6.45,6.64,6.4,6.5,6.36,6.48,6.2,1,2,5,3,2,3,1
7.0,6.42,6.81,6.4,6.5,6.36,6.48,7.0,1,3,5,3,2,3,4
7.6,6.4,6.54,6.69,7.6,6.7,6.48,7.6,0,1,9,7,3,3,6
7.3,6.4,6.65,6.63,6.72,6.47,6.48,7.3,0,2,8,4,2,3,5
6.1,6.58,6.42,6.69,6.1,6.7,6.78,6.28,3,1,9,1,3,4,1
6.1,6.58,6.47,6.63,6.15,6.45,6.48,6.1,3,1,8,1,2,3,1
6.6,6.57,6.62,6.51,6.6,6.66,6.48,6.6,3,2,6,3,3,3,2
6.0,6.71,6.41,6.63,6.31,6.15,6.48,6.1,5,1,8,2,1,3,1
6.5,6.44,6.55,6.47,6.7,6.41,6.48,6.5,1,2,6,3,2,3,2
7.2,6.75,6.58,6.68,6.65,7.2,6.6,7.2,6,2,9,3,5,3,5
7.9,6.89,7.25,6.42,7.74,7.9,7.74,7.9,8,6,5,8,8,9,7
6.8,6.45,6.56,6.42,6.68,6.4,6.48,6.8,1,2,5,3,2,3,3
6.4,6.72,6.58,6.42,6.3,6.14,6.48,6.4,5,2,5,2,1,3,2
5.9,6.57,6.53,6.42,6.0,6.14,6.48,5.9,3,1,5,0,1,3,0
6.1,6.75,6.61,6.42,6.0,6.14,6.48,6.0,6,2,5,0,1,3,0
6.1,6.65,6.48,6.42,6.3,6.14,6.48,6.1,4,1,5,2,1,3,1
6.2,6.89,6.65,6.42,6.03,6.14,6.48,6.2,8,2,5,1,1,3,1
5.8,6.61,6.58,6.42,5.8,6.13,6.48,6.0,4,2,5,0,1,3,0
6.8,6.42,6.65,6.42,6.68,6.15,6.48,6.8,1,2,5,3,1,3,3
6.0,6.42,6.6,6.42,6.0,6.4,6.48,6.0,1,2,5,0,2,3,0
6.5,6.62,6.43,6.42,6.5,6.13,6.48,6.5,4,1,5,3,1,3,2
6.2,6.61,6.66,6.42,6.58,6.32,6.48,6.2,4,2,5,3,2,3,1
6.3,6.58,6.69,6.42,6.58,6.5,6.48,6.3,3,2,5,3,2,3,1
7.1,6.5,6.58,6.42,6.58,6.5,6.48,7.1,2,2,5,3,2,3,4
6.7,6.4,6.58,6.42,6.68,6.4,6.48,6.7,0,2,5,3,2,3,3
6.1,6.4,6.81,6.42,6.5,6.4,6.48,6.1,0,3,5,3,2,3,1
6.4,6.46,6.55,6.47,6.2,6.4,6.52,6.6,1,2,6,1,2,3,2
6.6,6.49,6.66,6.4,6.65,6.6,6.49,6.6,2,2,5,3,3,3,2
6.3,6.61,6.65,6.42,6.18,6.45,6.48,6.3,4,2,5,1,2,3,1
6.0,6.44,6.43,6.42,6.0,5.95,6.48,6.05,1,1,5,0,0,3,0
5.9,6.44,6.43,6.42,5.9,5.95,6.48,5.95,1,1,5,0,0,3,0
6.1,6.57,6.47,6.42,6.42,6.58,6.48,6.1,3,1,5,2,3,3,1
6.0,6.61,6.64,6.42,6.42,6.0,6.48,6.0,4,2,5,2,0,3,0
6.5,6.65,6.41,6.47,6.55,6.8,6.48,6.5,4,1,6,3,3,3,2
6.5,6.6,6.56,6.69,7.1,6.7,6.78,6.35,4,2,9,5,3,4,2
5.9,6.42,6.48,6.63,6.23,5.9,6.64,5.9,1,1,8,1,0,4,0
6.9,6.44,6.5,6.63,6.9,6.9,6.6,6.5,1,1,8,4,4,3,2
6.1,6.4,6.65,6.63,6.29,6.5,6.48,6.1,0,2,8,2,2,3,1
7.3,6.44,6.41,6.63,6.86,7.05,6.48,7.3,1,1,8,4,4,3,5
6.5,6.42,6.42,6.47,6.94,6.5,6.4,6.5,1,1,6,4,2,2,2
6.6,6.42,6.43,6.51,7.03,6.25,6.48,6.6,1,1,6,5,1,3,2
7.0,6.4,6.9,6.63,6.58,6.5,6.48,7.2,0,4,8,3,2,3,5
6.1,6.61,6.43,6.69,6.1,6.7,6.78,6.1,4,1,9,1,3,4,1
7.3,6.75,6.41,6.63,6.91,7.3,7.23,6.65,6,1,8,4,5,7,3
6.1,6.42,6.54,6.47,6.48,6.15,6.49,6.1,1,1,6,2,1,3,1
6.9,6.49,6.43,6.63,6.9,6.9,6.49,6.9,2,1,8,4,4,3,4
7.1,6.49,6.55,6.63,6.94,6.85,6.78,7.1,2,2,8,4,4,4,4
6.0,6.4,6.53,6.47,6.4,6.61,6.48,6.0,0,1,6,2,3,3,0
7.0,6.4,6.68,6.47,6.7,6.83,6.66,7.0,0,2,6,3,3,4,4
6.1,6.87,6.48,6.42,6.1,6.1,6.49,6.5,8,1,5,1,1,3,2
7.3,6.44,7.3,6.63,6.9,7.3,6.86,7.3,1,6,8,4,5,5,5
6.0,6.61,6.47,6.63,6.25,6.0,6.48,6.25,4,1,8,1,0,3,1
6.8,6.4,6.41,6.63,6.8,6.43,6.48,6.8,0,1,8,4,2,3,3
6.3,6.44,6.47,6.47,6.25,6.39,6.49,6.3,1,1,6,1,2,3,1
6.0,6.49,6.6,6.58,6.23,6.1,6.78,6.0,2,2,7,1,1,4,0
6.6,6.42,6.4,6.63,6.82,6.48,6.48,6.6,1,1,8,4,2,3,2
6.8,6.45,6.56,6.69,7.02,6.7,6.78,6.8,1,2,9,5,3,4,3
6.6,6.61,6.69,6.51,6.82,6.5,6.48,6.6,4,2,6,4,2,3,2
6.7,6.34,6.5,6.63,7.27,6.7,7.19,6.47,0,1,8,6,3,7,2
5.8,6.4,6.58,6.47,6.1,5.8,6.49,5.8,0,2,6,1,0,3,0
6.0,6.49,6.47,6.42,6.29,6.5,6.49,6.0,2,1,5,2,2,3,0
7.0,6.61,7.26,6.63,6.9,6.68,6.75,6.7,4,6,8,4,3,4,3
6.1,6.44,6.48,6.47,6.0,6.52,6.48,6.1,1,1,6,0,2,3,1
6.2,6.49,6.4,6.47,6.72,6.2,6.48,6.2,2,1,6,4,1,3,1
6.4,6.46,6.47,6.42,6.68,6.4,6.48,6.4,1,1,5,3,2,3,2
6.8,6.41,6.4,6.69,6.8,6.6,6.48,6.4,1,1,9,4,3,3,2
6.1,6.57,6.53,6.36,6.6,6.23,6.48,6.1,3,1,5,3,1,3,1
6.7,6.7,6.66,6.42,6.5,6.32,6.49,6.7,5,2,5,3,2,3,3
6.1,6.75,6.63,6.42,6.18,6.68,6.65,6.1,6,2,5,1,3,4,1
6.5,6.53,6.47,6.42,6.5,6.32,6.49,6.5,2,1,5,3,2,3,2
6.3,6.34,6.48,6.63,6.3,6.4,6.49,6.3,0,1,8,2,2,3,1
5.9,6.49,6.56,6.47,6.0,6.1,6.48,6.15,2,2,6,0,1,3,1
6.3,6.44,6.61,6.69,6.75,6.7,6.78,6.53,1,2,9,4,3,4,2
6.1,6.34,6.48,6.63,6.1,6.45,6.8,6.45,0,1,8,1,2,4,2
6.4,6.45,6.56,6.63,6.4,6.4,6.4,6.35,1,2,8,2,2,2,2
6.1,6.4,6.84,6.28,6.42,6.1,6.66,6.1,0,3,3,2,1,4,1
6.6,6.75,6.48,6.28,6.25,6.6,6.66,6.6,6,1,3,1,3,4,2
7.3,6.69,6.43,6.69,7.3,6.7,6.78,7.3,5,1,9,6,3,4,5
7.4,6.45,6.61,6.69,6.9,6.7,6.78,6.6,1,2,9,4,3,4,2
6.2,6.45,6.51,6.47,6.2,6.2,6.48,6.2,1,1,6,1,1,3,1
6.8,6.49,6.54,6.57,6.69,6.62,6.48,6.8,2,1,7,3,3,3,3
5.8,6.4,6.43,6.47,5.8,5.8,6.48,5.8,0,1,6,0,0,3,0
6.4,6.62,6.4,6.47,6.55,6.15,6.48,6.4,4,1,6,3,1,3,2
6.3,6.42,6.43,6.47,6.4,6.43,6.48,6.3,1,1,6,2,2,3,1
6.6,6.62,6.48,6.47,6.81,6.6,6.48,6.6,4,1,6,4,3,3,2
5.9,6.56,6.55,6.63,6.0,6.08,6.49,5.9,3,2,8,0,1,3,0
6.4,6.45,6.48,6.47,6.4,6.4,6.78,6.4,1,1,6,2,2,4,2
7.2,6.5,6.57,6.47,7.03,7.2,6.7,7.2,2,2,6,5,5,4,5
7.2,6.58,6.64,6.47,7.03,6.9,6.7,7.2,3,2,6,5,4,4,5
7.0,6.44,6.6,6.63,6.6,6.72,6.48,7.0,1,2,8,3,3,3,4
6.4,6.5,6.62,6.47,6.3,6.45,6.48,6.4,2,2,6,2,2,3,2
7.1,6.45,6.55,6.63,6.65,7.1,6.6,6.6,1,2,8,3,5,3,2
6.1,6.65,6.47,6.47,6.2,6.1,6.4,6.17,4,1,6,1,1,2,1
6.7,6.44,6.62,6.63,6.45,6.7,6.6,6.4,1,2,8,2,3,3,2
6.8,6.53,6.53,6.63,6.44,6.8,6.31,6.45,2,1,8,2,3,2,2
6.2,6.42,6.43,6.63,6.69,6.2,6.48,6.2,1,1,8,3,1,3,1
5.9,6.45,6.5,6.63,6.45,6.16,6.43,5.9,1,1,8,2,1,2,0
6.5,6.42,6.63,6.4,6.89,6.57,6.49,6.5,1,2,5,4,2,3,2
5.9,6.7,6.63,6.46,5.87,5.95,6.49,5.9,5,2,6,0,0,3,0
6.5,6.58,6.47,6.63,6.5,6.38,6.6,6.65,3,1,8,3,2,3,3
5.9,6.61,6.5,6.47,6.37,5.9,6.48,5.9,4,1,6,2,0,3,0
6.2,6.45,6.41,6.47,6.1,6.43,6.48,6.2,1,1,6,1,2,3,1
6.2,6.4,6.54,6.63,6.29,6.38,6.49,6.2,0,1,8,2,2,3,1
7.1,6.42,6.58,6.63,7.1,7.1,6.6,7.0,1,2,8,5,5,3,4
6.3,6.65,6.58,6.63,6.52,6.53,6.4,6.3,4,2,8,3,2,2,1
6.7,6.46,6.63,6.63,6.5,6.32,6.48,6.7,1,2,8,3,2,3,3
6.1,6.46,6.56,6.47,6.47,6.39,6.52,6.05,1,2,6,2,2,3,0
6.0,6.5,6.41,6.47,6.77,6.71,6.78,6.0,2,1,6,4,3,4,0
6.8,6.91,6.58,6.47,6.81,6.66,6.48,6.8,8,2,6,4,3,3,3
6.1,6.59,6.61,6.63,6.77,6.74,6.48,6.0,3,2,8,4,3,3,0
6.2,6.42,6.43,6.63,6.45,6.55,6.48,6.2,1,1,8,2,2,3,1
6.2,6.87,6.47,6.63,6.78,6.2,6.54,6.2,8,1,8,4,1,3,1
7.1,6.49,6.51,6.63,6.55,6.52,6.4,7.1,2,1,8,3,2,2,4
7.0,6.71,6.56,6.47,7.0,7.0,6.78,6.4,5,2,6,5,4,4,2
6.1,6.45,6.55,6.47,6.17,6.15,6.6,6.63,1,2,6,1,1,3,3
5.9,6.46,6.64,6.63,6.82,5.9,6.48,5.9,1,2,8,4,0,3,0
6.5,6.58,6.54,6.57,6.48,6.2,6.72,6.5,3,1,7,2,1,4,2
6.4,6.75,6.62,6.63,6.75,6.4,6.72,6.4,6,2,8,4,2,4,2
5.8,6.57,6.47,6.47,5.8,6.35,6.6,6.2,3,1,6,0,2,3,1
6.3,6.5,6.51,6.47,6.3,6.3,6.4,6.3,2,1,6,2,1,2,1
5.8,6.7,6.56,6.63,6.1,6.4,6.48,5.8,5,2,8,1,2,3,0
7.4,6.87,6.6,6.63,6.89,7.2,6.48,7.4,8,2,8,4,5,3,5
7.1,6.57,6.43,6.63,6.41,7.1,6.4,7.1,3,1,8,2,5,2,4
5.8,6.62,6.43,6.63,6.48,6.15,6.4,5.8,4,1,8,2,1,2,0
8.1,6.8,6.58,6.63,7.06,6.85,6.48,8.1,7,2,8,5,4,3,8
6.2,6.53,6.31,6.63,6.2,6.35,6.48,6.2,2,0,8,1,2,3,1
7.4,6.56,6.41,6.63,6.55,6.75,6.4,7.4,3,1,8,3,3,2,5
7.4,6.58,6.58,6.63,6.9,6.87,6.78,6.85,3,2,8,4,4,4,3
6.2,6.45,6.43,6.51,6.2,6.2,6.48,6.2,1,1,6,1,1,3,1
6.6,6.4,6.42,6.63,6.6,6.2,6.4,6.85,0,1,8,3,1,2,3
7.3,6.53,6.43,6.69,7.3,6.77,6.6,6.65,2,1,9,6,3,3,3
6.8,6.58,6.4,6.63,6.96,6.8,6.6,6.53,3,1,8,5,3,3,2
6.2,6.53,6.48,6.47,6.2,6.7,6.48,6.8,2,1,6,1,3,3,3
6.1,6.72,6.55,6.28,6.25,6.1,6.66,6.1,5,2,3,1,1,4,1
7.1,6.46,6.55,6.63,6.5,6.57,6.49,7.1,1,2,8,3,2,3,4
6.3,6.34,6.81,6.47,7.14,6.4,6.49,6.3,0,3,6,5,2,3,1
6.2,6.49,6.58,6.47,6.58,6.2,6.66,6.2,2,2,6,3,1,4,1
7.0,6.78,6.4,6.63,6.77,6.98,6.48,7.0,6,1,8,4,4,3,4
7.4,6.75,6.6,6.51,7.09,6.5,6.48,7.4,6,2,6,5,2,3,5
5.9,6.45,6.47,6.42,5.95,6.7,6.48,5.9,1,1,5,0,3,3,0
6.6,6.44,6.43,6.63,6.6,6.85,6.78,6.75,1,1,8,3,4,4,3
5.9,6.45,6.58,6.63,6.3,6.43,6.48,6.2,1,2,8,2,2,3,1
6.2,6.59,6.47,6.28,6.25,6.2,6.66,6.3,3,1,3,1,1,4,1
7.7,6.62,6.62,6.51,7.1,7.2,6.4,7.7,4,2,6,5,5,2,7
5.8,6.42,6.41,6.51,5.8,6.75,6.72,5.8,1,1,6,0,3,4,0
7.1,6.89,7.0,6.63,7.05,6.75,6.49,7.1,8,4,8,5,3,3,4
6.3,6.44,6.64,6.68,6.3,6.3,6.49,6.65,1,2,9,2,1,3,3
